Dependency=Custom State	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=HVAC Secondary Heating Fuel	Dependency=Vintage	Option=Ducted Heating	Option=Non-Ducted Heating	Option=None	source_count	source_weight	sampling_probability
AK	Multi-Family with 5+ Units	None	Fuel Oil	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Fuel Oil	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Natural Gas	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	None	1940s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	1950s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	1960s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	1970s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	1980s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	1990s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	2000s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	2010s	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	None	<1940	0	0	1	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1940s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1950s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1960s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1970s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1980s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	1990s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	2000s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	2010s	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Other Fuel	<1940	0	1	0	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Propane	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Multi-Family with 5+ Units	None	Wood	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Electricity	1940s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	1950s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	1960s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	1970s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	1980s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	1990s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	2000s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	2010s	0	0	1	0	0	0
AK	Single-Family Attached	None	Electricity	<1940	0	0	1	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Fuel Oil	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Natural Gas	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	None	1940s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	1950s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	1960s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	1970s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	1980s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	1990s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	2000s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	2010s	0	0	1	0	0	0
AK	Single-Family Attached	None	None	<1940	0	0	1	0	0	0
AK	Single-Family Attached	None	Other Fuel	1940s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	1950s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	1960s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	1970s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	1980s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	1990s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	2000s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	2010s	0	1	0	0	0	0
AK	Single-Family Attached	None	Other Fuel	<1940	0	1	0	0	0	0
AK	Single-Family Attached	None	Propane	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Propane	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Attached	None	Wood	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Electricity	1940s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	1950s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	1960s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	1970s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	1980s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	1990s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	2000s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	2010s	0	0	1	0	0	0
AK	Single-Family Detached	None	Electricity	<1940	0	0	1	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Fuel Oil	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Natural Gas	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	None	1940s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	1950s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	1960s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	1970s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	1980s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	1990s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	2000s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	2010s	0	0	1	0	0	0
AK	Single-Family Detached	None	None	<1940	0	0	1	0	0	0
AK	Single-Family Detached	None	Other Fuel	1940s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	1950s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	1960s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	1970s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	1980s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	1990s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	2000s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	2010s	0	1	0	0	0	0
AK	Single-Family Detached	None	Other Fuel	<1940	0	1	0	0	0	0
AK	Single-Family Detached	None	Propane	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Propane	<1940	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1940s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1950s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1960s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1970s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1980s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	1990s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	2000s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	2010s	0.333333	0.333333	0.333333	0	0	0
AK	Single-Family Detached	None	Wood	<1940	0.333333	0.333333	0.333333	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Fuel Oil	<1940	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Natural Gas	<1940	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	None	1940s	0	0	1	0	0	3.81209e-05
Others	Mobile Home	Ducted Heat Pump	None	1950s	0	0	1	0	0	0.000159682
Others	Mobile Home	Ducted Heat Pump	None	1960s	0	0	1	0	0	0.000801199
Others	Mobile Home	Ducted Heat Pump	None	1970s	0	0	1	0	0	0.00242027
Others	Mobile Home	Ducted Heat Pump	None	1980s	0	0	1	0	0	0.00370498
Others	Mobile Home	Ducted Heat Pump	None	1990s	0	0	1	0	0	0.00531683
Others	Mobile Home	Ducted Heat Pump	None	2000s	0	0	1	0	0	0.00277705
Others	Mobile Home	Ducted Heat Pump	None	2010s	0	0	1	0	0	0.00100173
Others	Mobile Home	Ducted Heat Pump	None	<1940	0	0	1	0	0	3.59157e-05
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Other Fuel	<1940	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Propane	<1940	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1940s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1950s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1960s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1970s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1980s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	1990s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	2000s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	2010s	0	0	1	0	0	0
Others	Mobile Home	Ducted Heat Pump	Wood	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Electricity	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Fuel Oil	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Natural Gas	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1940s	0	0	1	0	0	0.000282393
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1950s	0	0	1	0	0	0.000410349
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1960s	0	0	1	0	0	0.00081729
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1970s	0	0	1	0	0	0.00148117
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1980s	0	0	1	0	0	0.00207802
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	1990s	0	0	1	0	0	0.00150826
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	2000s	0	0	1	0	0	0.000859697
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	2010s	0	0	1	0	0	0.000428432
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	None	<1940	0	0	1	0	0	0.000659901
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Other Fuel	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Propane	<1940	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1940s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1950s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1960s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1970s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1980s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	1990s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	2000s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	2010s	0	0	1	0	0	0
Others	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Wood	<1940	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1940s	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1950s	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1960s	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1970s	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1980s	0	0	1	0	0	0
Others	Multi-Family with 5+ Units	Ducted Heat Pump	Electricity	1990s	0	0	1	0	0	0
