Dependency=ASHRAE IECC Climate Zone 2004 - Sub-CZ Split	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight	sampling_probability
4A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	57.8423	600517	0.00186003
4A	Single-Family Detached	0-1499	Room AC	0.000229985	0.274443	0.32476	0.261161	0.0510153	0.0883906	0	0	180.618	1.89636e+06	0.00625577
4A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0592856	0.0622275	0.878487	0	0	246.348	2.0586e+06	0.0310269
4A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	656050	0.00958487
4A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	73.1451	79432	0.000273148
4A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	15.3453	145605	0.00221399
4A	Single-Family Detached	1500-2499	Room AC	0.0124653	0.360185	0.304904	0.196657	0.0957807	0.0300082	0	0	26.5803	247402	0.00687897
4A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.126076	0.101009	0.772915	0	0	114.509	925349	0.0155524
4A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	172361	0.00473269
4A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	19.0683	20868.8	0.000122956
4A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	4.72191	43845.5	0.000984004
4A	Single-Family Detached	2500-3999	Room AC	0.0188795	0.489693	0.232369	0.151661	0.0887621	0.018636	0	0	11.3387	103062	0.00283005
4A	Single-Family Detached	4000+	Central AC	0	0	0	0.118913	0.104393	0.776694	0	0	23.1259	188565	0.00370994
4A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	25369.2	0.00113419
4A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.28669	3071.6	2.64848e-05
4A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.558595	5008.97	0.000212018
4A	Single-Family Detached	4000+	Room AC	0.0101497	0.549381	0.173472	0.166787	0.0669207	0.0332893	0	0	1.0498	10202.2	0.000655461
4B	Mobile Home	0-1499	Central AC	0	0	0	0.000380352	0.00993895	0.989681	0	0	0.924174	1533.34	0.000403395
4B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.219082	346.355	8.13306e-05
4B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.219082	41.9354	5.90135e-06
4B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	1.23568	1955.33	9.10963e-05
4B	Mobile Home	0-1499	Room AC	0	0.145103	0.0909872	0.243662	0.0015158	0.518732	0	0	2.35325	3403.43	0.00013183
4B	Mobile Home	1500-2499	Central AC	0	0	0	0.00148732	0.0241778	0.974335	0	0	0.649324	1011.21	0.000110584
4B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.252713	366.596	2.22645e-05
4B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.252713	44.3861	1.33629e-06
4B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.32782	474.102	2.25443e-05
4B	Mobile Home	1500-2499	Room AC	0	0.298352	0.133832	0.287454	0.00445861	0.275903	0	0	0.346311	444.019	3.14489e-05
4B	Mobile Home	2500-3999	Central AC	0	0	0	0.0035157	0.0436236	0.952861	0	0	0.301822	454.545	1.351e-05
4B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0658802	96.3144	2.76143e-06
4B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0658802	11.6614	1.75297e-07
4B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.100874	142.765	2.70526e-06
4B	Mobile Home	2500-3999	Room AC	0	0.448316	0.112728	0.245013	0.00456673	0.189376	0	0	0.14773	184.969	3.22588e-06
4B	Mobile Home	4000+	Central AC	0	0	0	0.00329644	0.0448195	0.951884	0	0	0.0609552	92.6257	4.93888e-06
4B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0113553	14.1761	1.02955e-06
4B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0113553	1.71639	2.40115e-08
4B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0119332	16.3096	9.15288e-07
4B	Mobile Home	4000+	Room AC	0	0.419732	0.0702299	0.224862	0.00287327	0.282303	0	0	0.0136777	18.3102	2.00666e-06
4B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.000861704	0.00419012	0.994948	0	0	10.2	6479.15	0.000190038
4B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	169.652	3.69694e-05
4B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	20.5408	2.22441e-06
4B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	23.7663	14663	8.56124e-05
4B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.104715	0.176747	0.153968	0.00535511	0.559214	0	0	26.6708	15404.4	6.83816e-05
4B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.00339305	0.010264	0.986343	0	0	7.16651	4272.89	1.87196e-05
4B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	179.567	3.35229e-06
4B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	21.7413	1.70482e-07
4B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	6.3051	3555.28	6.89604e-06
4B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.221943	0.267985	0.187236	0.0162369	0.306599	0	0	3.92495	2009.69	5.16166e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0080921	0.0186846	0.973223	0	0	3.33117	1920.69	3.51231e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	47.1768	6.91713e-07
4B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	5.71199	4.6361e-08
4B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	1070.59	2.3139e-06
4B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	837.192	1.51209e-06
4B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	391.391	1.08492e-06
4B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	6.94376	2.62092e-07
4B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	0.840725	1.96017e-08
4B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	122.306	5.79739e-07
4B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	82.8742	5.54089e-07
4B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.000861704	0.00419012	0.994948	0	0	10.2	6479.15	0.000364356
4B	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	169.652	0.000110525
4B	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.276844	20.5408	7.21243e-06
4B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	23.7663	14663	0.000117706
4B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.104715	0.176747	0.153968	0.00535511	0.559214	0	0	26.6708	15404.4	0.000102007
4B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00339305	0.010264	0.986343	0	0	7.16651	4272.89	1.46619e-05
4B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	179.567	5.29874e-06
4B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.319343	21.7413	4.09919e-07
4B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	6.3051	3555.28	5.73076e-06
4B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.221943	0.267985	0.187236	0.0162369	0.306599	0	0	3.92495	2009.69	5.8741e-06
4B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0080921	0.0186846	0.973223	0	0	3.33117	1920.69	1.97517e-06
4B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	47.1768	4.72949e-07
4B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.08325	5.71199	3.01996e-08
4B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.94014	1070.59	5.95037e-07
4B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.352577	0.238637	0.168721	0.017582	0.222483	0	0	1.67432	837.192	3.25953e-07
4B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.00759495	0.0192159	0.973189	0	0	0.672756	391.391	3.48206e-06
4B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	6.94376	1.03777e-06
4B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0143493	0.840725	2.98344e-08
4B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.229516	122.306	5.33294e-07
4B	Multi-Family with 5+ Units	4000+	Room AC	0	0.3381	0.152276	0.158598	0.0113303	0.339696	0	0	0.155018	82.8742	1.54908e-07
4B	Single-Family Attached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	102254	9.11407e-05
4B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	5992.68	1.58667e-05
4B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	725.571	1.12327e-06
4B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	51342.2	2.11828e-05
4B	Single-Family Attached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	36713.1	1.23646e-05
4B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	67434.6	4.81785e-05
4B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	6342.89	8.49246e-06
4B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	767.974	5.36278e-07
4B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	12448.8	1.06347e-05
4B	Single-Family Attached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	4789.66	5.70354e-06
4B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	30312.2	1.05353e-05
4B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	1666.44	1.85116e-06
4B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	201.767	1.48224e-07
4B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	3748.65	2.3581e-06
4B	Single-Family Attached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	1995.27	1.42709e-06
4B	Single-Family Attached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	6176.92	3.70254e-06
4B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	245.277	5.41175e-07
4B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	29.6972	3.84486e-08
4B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.899959	428.251	7.11458e-07
4B	Single-Family Attached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	197.513	3.20967e-07
4B	Single-Family Detached	0-1499	Central AC	0	0	0	0.00966753	0.024492	0.96584	0	0	176.438	102254	0.00124772
4B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	5992.68	0.000149064
4B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	10.9861	725.571	2.14359e-05
4B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	93.1903	51342.2	0.000270042
4B	Single-Family Detached	0-1499	Room AC	0	0.270196	0.190803	0.19352	0.0113612	0.334121	0	0	68.3893	36713.1	0.000327316
4B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0360637	0.0568376	0.907099	0	0	123.965	67434.6	0.00150887
4B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	6342.89	0.000179441
4B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	12.6726	767.974	1.81849e-05
4B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	24.723	12448.8	0.000290862
4B	Single-Family Detached	1500-2499	Room AC	0	0.435515	0.220007	0.178969	0.0261971	0.139312	0	0	10.0644	4789.66	0.000266663
4B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.0793063	0.0954049	0.825289	0	0	57.6219	30312.2	0.000612569
4B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	1666.44	7.54091e-05
4B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	3.30363	201.767	4.91159e-06
4B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	7.60752	3748.65	0.00010952
4B	Single-Family Detached	2500-3999	Room AC	0	0.587066	0.16624	0.136844	0.0240706	0.0857799	0	0	4.29329	1995.27	7.03974e-05
4B	Single-Family Detached	4000+	Central AC	0	0	0	0.0745973	0.0983327	0.82707	0	0	11.6372	6176.92	0.000171684
4B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	245.277	2.05359e-05
4B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.569426	29.6972	8.7744e-07
4B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.899959	428.251	2.78399e-05
4B	Single-Family Detached	4000+	Room AC	0	0.596257	0.112353	0.136242	0.0164292	0.138719	0	0	0.397497	197.513	1.69517e-05
4C	Mobile Home	0-1499	Central AC	0	0	0	0	0.0155736	0.984426	0	0	0.0353638	1137.2	0.000375179
4C	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.122993	3158.04	0.000232557
4C	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.122993	382.363	1.96995e-05
4C	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.708869	21400.7	0.000299482
4C	Mobile Home	0-1499	Room AC	0	0.436339	0.175049	0.153793	0.00568839	0.229131	0	0	0.62351	17707	0.000328531
4C	Mobile Home	1500-2499	Central AC	0	0	0	0	0.0376197	0.96238	0	0	0.0248466	749.962	0.000159679
4C	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.141874	3342.6	9.26508e-05
4C	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.141874	404.709	8.77037e-06
4C	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.18806	5188.94	9.59513e-05
4C	Mobile Home	1500-2499	Room AC	0	0.608383	0.174598	0.123032	0.0113461	0.0826413	0	0	0.0917575	2310.1	8.43258e-05
4C	Mobile Home	2500-3999	Central AC	0	0	0	0	0.0672681	0.932732	0	0	0.0115493	337.112	1.39722e-05
4C	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0369854	878.186	7.67981e-06
4C	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0369854	106.327	1.05844e-06
4C	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0578679	1562.53	7.65516e-06
4C	Mobile Home	2500-3999	Room AC	0	0.740552	0.119133	0.0849498	0.00941404	0.0459505	0	0	0.0391422	962.336	5.36909e-06
4C	Mobile Home	4000+	Central AC	0	0	0	0	0.0690508	0.930949	0	0	0.00233247	68.6955	7.79534e-06
4C	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00637493	129.257	4.75076e-06
4C	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00637493	15.6499	5.16432e-07
4C	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0068457	178.505	4.73992e-06
4C	Mobile Home	4000+	Room AC	0	0.753674	0.0806797	0.0847478	0.00643854	0.0744595	0	0	0.00362401	95.2622	4.26145e-06
4C	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0	0.00659044	0.99341	0	0	0.390306	4805.24	0.000322796
4C	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.155421	1546.87	0.000111326
4C	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.155421	187.29	4.56688e-05
4C	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	13.634	160483	0.000710454
4C	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.308951	0.333628	0.0953484	0.0197173	0.242355	0	0	7.06662	80144.4	0.000433212
4C	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0	0.0161283	0.983872	0	0	0.274229	3168.98	4.10732e-05
4C	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.17928	1637.27	1.39128e-05
4C	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.17928	198.235	5.00134e-06
4C	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	3.61703	38911.7	6.63353e-05
4C	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.445674	0.344284	0.0789166	0.0406893	0.0904355	0	0	1.03994	10455.8	3.6507e-05
4C	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0	0.0293557	0.970644	0	0	0.127468	1424.47	6.31046e-06
4C	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	430.154	2.0849e-06
4C	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	52.0814	6.95935e-07
4C	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.113	11717.4	1.13365e-05
4C	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.59228	0.256473	0.0594899	0.0368587	0.0548987	0	0	0.443623	4355.66	8.29939e-06
4C	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0	0.0301662	0.969834	0	0	0.0257432	290.274	2.17385e-06
4C	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	63.3126	7.28136e-07
4C	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	7.66566	3.07056e-07
4C	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.131666	1338.61	5.6352e-06
4C	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.634512	0.182835	0.0624733	0.0265361	0.0936436	0	0	0.0410732	431.169	4.04464e-06
4C	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0	0.00659044	0.99341	0	0	0.390306	4805.24	0.00111426
4C	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.155421	1546.87	0.000450086
4C	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.155421	187.29	0.000220021
4C	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	13.634	160483	0.00203914
4C	Multi-Family with 5+ Units	0-1499	Room AC	0	0.308951	0.333628	0.0953484	0.0197173	0.242355	0	0	7.06662	80144.4	0.00183847
4C	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0	0.0161283	0.983872	0	0	0.274229	3168.98	3.85667e-05
4C	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.17928	1637.27	1.50235e-05
4C	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.17928	198.235	6.85156e-06
4C	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	3.61703	38911.7	6.92991e-05
4C	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.445674	0.344284	0.0789166	0.0406893	0.0904355	0	0	1.03994	10455.8	5.56973e-05
4C	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0	0.0293557	0.970644	0	0	0.127468	1424.47	8.73653e-06
4C	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	430.154	3.17362e-06
4C	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0467368	52.0814	1.00608e-06
4C	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.113	11717.4	1.43345e-05
4C	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.59228	0.256473	0.0594899	0.0368587	0.0548987	0	0	0.443623	4355.66	9.23979e-06
4C	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0	0.0301662	0.969834	0	0	0.0257432	290.274	1.70225e-06
4C	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	63.3126	6.76496e-07
4C	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18	0
4C	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00805574	7.66566	3.56145e-07
4C	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.131666	1338.61	3.44808e-06
4C	Multi-Family with 5+ Units	4000+	Room AC	0	0.634512	0.182835	0.0624733	0.0265361	0.0936436	0	0	0.0410732	431.169	2.86861e-06
